TEAM,TEAM_NAME,GP,PACE,OFF_RATING,DEF_RATING,NET_RATING,TS_PCT,EFG_PCT,UPDATED_AT,TEAM_ID,OFFRTG,DEFRTG,NETRTG,TS,EFG,DATE
ORL,,,105.77,,,,,,,1610612753.0,96.1,105.0,-9.0,,0.465,2025-10-26
PHI,,,102.4,,,,,,,1610612755.0,102.9,106.0,-3.1,,0.488,2025-10-26
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-26
PHX,,,105.07,,,,,,,1610612756.0,104.4,110.5,-6.1,,0.518,2025-10-26
POR,,,107.44,,,,,,,1610612757.0,108.6,103.8,4.8,,0.51,2025-10-26
SAC,,,101.94,,,,,,,1610612758.0,110.3,104.9,5.4,,0.547,2025-10-26
SAS,,,100.54,,,,,,,1610612759.0,108.2,100.7,7.5,,0.53,2025-10-26
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-26
TOR,,,109.95,,,,,,,1610612761.0,108.7,101.8,7.0,,0.529,2025-10-26
UTA,,,106.39,,,,,,,1610612762.0,106.9,106.2,0.7,,0.518,2025-10-26
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-26
WAS,,,106.67,,,,,,,1610612764.0,100.0,107.6,-7.6,,0.502,2025-10-26
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-27
ATL,,,104.41,,,,,,,1610612737.0,109.6,112.5,-2.9,,0.525,2025-10-27
BOS,,,101.82,,,,,,,1610612738.0,110.0,102.2,7.8,,0.51,2025-10-27
BKN,,,103.65,,,,,,,1610612751.0,106.7,116.8,-10.1,,0.508,2025-10-27
CHA,,,105.19,,,,,,,1610612766.0,117.6,102.3,15.4,,0.564,2025-10-27
CHI,,,108.84,,,,,,,1610612741.0,107.6,108.8,-1.3,,0.529,2025-10-27
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-27
CLE,,,103.04,,,,,,,1610612739.0,111.1,106.5,4.5,,0.509,2025-10-27
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-27
DAL,,,101.88,,,,,,,1610612742.0,100.1,105.4,-5.3,,0.483,2025-10-27
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-27
DEN,,,101.98,,,,,,,1610612743.0,114.3,108.8,5.5,,0.545,2025-10-27
DET,,,103.29,,,,,,,1610612765.0,107.3,106.5,0.8,,0.499,2025-10-27
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-27
GSW,,,103.61,,,,,,,1610612744.0,106.2,107.4,-1.3,,0.518,2025-10-27
HOU,,,103.15,,,,,,,1610612745.0,109.8,112.2,-2.4,,0.497,2025-10-27
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-27
IND,,,105.49,,,,,,,1610612754.0,110.0,117.0,-7.0,,0.534,2025-10-27
LAC,,,103.4,,,,,,,1610612746.0,104.9,103.2,1.6,,0.537,2025-10-27
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-27
LAL,,,100.97,,,,,,,1610612747.0,106.3,107.8,-1.5,,0.518,2025-10-27
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-27
MEM,,,105.89,,,,,,,1610612763.0,108.8,109.4,-0.6,,0.512,2025-10-27
MIA,,,107.33,,,,,,,1610612748.0,105.1,105.1,0.0,,0.529,2025-10-27
MIL,,,105.14,,,,,,,1610612749.0,108.6,111.3,-2.7,,0.532,2025-10-27
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-27
MIN,,,104.14,,,,,,,1610612750.0,109.1,107.5,1.5,,0.523,2025-10-27
NOP,,,106.38,,,,,,,1610612740.0,100.0,111.4,-11.4,,0.454,2025-10-27
NYK,,,103.4,,,,,,,1610612752.0,103.9,107.3,-3.3,,0.479,2025-10-27
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-27
OKC,,,101.95,,,,,,,1610612760.0,106.3,100.4,5.9,,0.504,2025-10-27
ORL,,,104.88,,,,,,,1610612753.0,99.5,108.8,-9.2,,0.481,2025-10-27
PHI,,,102.0,,,,,,,1610612755.0,106.4,108.0,-1.7,,0.497,2025-10-27
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-27
PHX,,,104.83,,,,,,,1610612756.0,106.1,111.9,-5.8,,0.518,2025-10-27
POR,,,107.39,,,,,,,1610612757.0,109.4,103.3,6.1,,0.512,2025-10-27
SAC,,,101.94,,,,,,,1610612758.0,110.3,104.9,5.4,,0.547,2025-10-27
SAS,,,100.39,,,,,,,1610612759.0,109.4,101.1,8.3,,0.541,2025-10-27
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-27
TOR,,,108.61,,,,,,,1610612761.0,108.3,103.9,4.4,,0.53,2025-10-27
UTA,,,106.04,,,,,,,1610612762.0,108.5,107.4,1.0,,0.513,2025-10-27
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-27
WAS,,,106.67,,,,,,,1610612764.0,100.0,107.6,-7.6,,0.502,2025-10-27
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-28
ATL,,,104.41,,,,,,,1610612737.0,109.6,112.5,-2.9,,0.525,2025-10-28
BOS,,,101.82,,,,,,,1610612738.0,110.0,102.2,7.8,,0.51,2025-10-28
BKN,,,103.65,,,,,,,1610612751.0,106.7,116.8,-10.1,,0.508,2025-10-28
CHA,,,105.44,,,,,,,1610612766.0,116.7,105.8,10.9,,0.561,2025-10-28
CHI,,,108.84,,,,,,,1610612741.0,107.6,108.8,-1.3,,0.529,2025-10-28
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-28
CLE,,,103.04,,,,,,,1610612739.0,111.1,106.5,4.5,,0.509,2025-10-28
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-28
DAL,,,101.88,,,,,,,1610612742.0,100.1,105.4,-5.3,,0.483,2025-10-28
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-28
DEN,,,101.98,,,,,,,1610612743.0,114.3,108.8,5.5,,0.545,2025-10-28
DET,,,103.29,,,,,,,1610612765.0,107.3,106.5,0.8,,0.499,2025-10-28
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-28
GSW,,,102.41,,,,,,,1610612744.0,106.4,106.1,0.3,,0.521,2025-10-28
HOU,,,103.15,,,,,,,1610612745.0,109.8,112.2,-2.4,,0.497,2025-10-28
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-28
IND,,,105.49,,,,,,,1610612754.0,110.0,117.0,-7.0,,0.534,2025-10-28
LAC,,,101.69,,,,,,,1610612746.0,103.1,103.9,-0.7,,0.52,2025-10-28
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-28
LAL,,,100.97,,,,,,,1610612747.0,106.3,107.8,-1.5,,0.518,2025-10-28
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-28
MEM,,,105.89,,,,,,,1610612763.0,108.8,109.4,-0.6,,0.512,2025-10-28
MIA,,,107.34,,,,,,,1610612748.0,107.8,105.5,2.3,,0.542,2025-10-28
MIL,,,104.14,,,,,,,1610612749.0,110.4,111.7,-1.2,,0.543,2025-10-28
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-28
MIN,,,104.14,,,,,,,1610612750.0,109.1,107.5,1.5,,0.523,2025-10-28
NOP,,,106.38,,,,,,,1610612740.0,100.0,111.4,-11.4,,0.454,2025-10-28
NYK,,,102.61,,,,,,,1610612752.0,105.1,109.3,-4.1,,0.481,2025-10-28
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-28
OKC,,,101.92,,,,,,,1610612760.0,106.2,100.4,5.8,,0.506,2025-10-28
ORL,,,104.88,,,,,,,1610612753.0,99.5,108.8,-9.2,,0.481,2025-10-28
PHI,,,101.9,,,,,,,1610612755.0,108.3,109.2,-0.9,,0.501,2025-10-28
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-28
PHX,,,104.83,,,,,,,1610612756.0,106.1,111.9,-5.8,,0.518,2025-10-28
POR,,,107.39,,,,,,,1610612757.0,109.4,103.3,6.1,,0.512,2025-10-28
SAC,,,101.89,,,,,,,1610612758.0,109.2,104.9,4.3,,0.54,2025-10-28
SAS,,,100.39,,,,,,,1610612759.0,109.4,101.1,8.3,,0.541,2025-10-28
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-28
TOR,,,108.61,,,,,,,1610612761.0,108.3,103.9,4.4,,0.53,2025-10-28
UTA,,,106.04,,,,,,,1610612762.0,108.5,107.4,1.0,,0.513,2025-10-28
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-28
WAS,,,105.91,,,,,,,1610612764.0,102.5,109.8,-7.3,,0.509,2025-10-28
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-29
ATL,,,103.6,,,,,,,1610612737.0,110.7,112.8,-2.1,,0.527,2025-10-29
BOS,,,101.13,,,,,,,1610612738.0,112.2,102.9,9.3,,0.515,2025-10-29
BKN,,,102.93,,,,,,,1610612751.0,107.6,117.2,-9.6,,0.509,2025-10-29
CHA,,,105.44,,,,,,,1610612766.0,116.7,105.8,10.9,,0.561,2025-10-29
CHI,,,107.82,,,,,,,1610612741.0,109.7,109.2,0.5,,0.54,2025-10-29
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-29
CLE,,,102.22,,,,,,,1610612739.0,110.9,109.1,1.8,,0.508,2025-10-29
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-29
DAL,,,102.27,,,,,,,1610612742.0,100.3,104.7,-4.4,,0.484,2025-10-29
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-29
DEN,,,101.56,,,,,,,1610612743.0,115.4,106.5,8.8,,0.553,2025-10-29
DET,,,102.93,,,,,,,1610612765.0,110.4,107.4,3.0,,0.506,2025-10-29
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-29
GSW,,,102.41,,,,,,,1610612744.0,106.4,106.1,0.3,,0.521,2025-10-29
HOU,,,102.89,,,,,,,1610612745.0,113.0,113.1,-0.1,,0.515,2025-10-29
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-29
IND,,,105.49,,,,,,,1610612754.0,108.7,115.2,-6.5,,0.517,2025-10-29
LAC,,,101.69,,,,,,,1610612746.0,103.1,103.9,-0.7,,0.52,2025-10-29
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-29
LAL,,,100.76,,,,,,,1610612747.0,107.3,108.5,-1.2,,0.526,2025-10-29
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-29
MEM,,,105.9,,,,,,,1610612763.0,108.7,109.2,-0.4,,0.516,2025-10-29
MIA,,,107.34,,,,,,,1610612748.0,107.8,105.5,2.3,,0.542,2025-10-29
MIL,,,104.14,,,,,,,1610612749.0,110.4,111.7,-1.2,,0.543,2025-10-29
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-29
MIN,,,103.53,,,,,,,1610612750.0,109.8,108.6,1.2,,0.53,2025-10-29
NOP,,,105.43,,,,,,,1610612740.0,98.9,112.7,-13.8,,0.45,2025-10-29
NYK,,,102.61,,,,,,,1610612752.0,105.1,109.3,-4.1,,0.481,2025-10-29
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-29
OKC,,,101.92,,,,,,,1610612760.0,106.2,100.4,5.8,,0.506,2025-10-29
ORL,,,104.35,,,,,,,1610612753.0,101.1,111.6,-10.5,,0.486,2025-10-29
PHI,,,101.9,,,,,,,1610612755.0,108.3,109.2,-0.9,,0.501,2025-10-29
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-29
PHX,,,104.95,,,,,,,1610612756.0,106.2,111.4,-5.3,,0.523,2025-10-29
POR,,,107.73,,,,,,,1610612757.0,111.0,105.2,5.7,,0.52,2025-10-29
SAC,,,101.75,,,,,,,1610612758.0,109.4,107.0,2.5,,0.542,2025-10-29
SAS,,,100.39,,,,,,,1610612759.0,109.4,101.1,8.3,,0.541,2025-10-29
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-29
TOR,,,107.78,,,,,,,1610612761.0,109.5,107.4,2.1,,0.541,2025-10-29
UTA,,,106.45,,,,,,,1610612762.0,109.6,109.0,0.7,,0.517,2025-10-29
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-29
WAS,,,105.91,,,,,,,1610612764.0,102.5,109.8,-7.3,,0.509,2025-10-29
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-30
ATL,,,103.6,,,,,,,1610612737.0,110.7,112.8,-2.1,,0.527,2025-10-30
BOS,,,101.13,,,,,,,1610612738.0,112.2,102.9,9.3,,0.515,2025-10-30
BKN,,,102.93,,,,,,,1610612751.0,107.6,117.2,-9.6,,0.509,2025-10-30
CHA,,,104.5,,,,,,,1610612766.0,116.2,107.8,8.4,,0.562,2025-10-30
CHI,,,107.82,,,,,,,1610612741.0,109.7,109.2,0.5,,0.54,2025-10-30
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-30
CLE,,,102.22,,,,,,,1610612739.0,110.9,109.1,1.8,,0.508,2025-10-30
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-30
DAL,,,102.27,,,,,,,1610612742.0,100.3,104.7,-4.4,,0.484,2025-10-30
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-30
DEN,,,101.56,,,,,,,1610612743.0,115.4,106.5,8.8,,0.553,2025-10-30
DET,,,102.93,,,,,,,1610612765.0,110.4,107.4,3.0,,0.506,2025-10-30
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-30
GSW,,,102.54,,,,,,,1610612744.0,106.3,106.8,-0.5,,0.52,2025-10-30
HOU,,,102.89,,,,,,,1610612745.0,113.0,113.1,-0.1,,0.515,2025-10-30
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-30
IND,,,105.49,,,,,,,1610612754.0,108.7,115.2,-6.5,,0.517,2025-10-30
LAC,,,101.69,,,,,,,1610612746.0,103.1,103.9,-0.7,,0.52,2025-10-30
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-30
LAL,,,100.76,,,,,,,1610612747.0,107.3,108.5,-1.2,,0.526,2025-10-30
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-30
MEM,,,105.9,,,,,,,1610612763.0,108.7,109.2,-0.4,,0.516,2025-10-30
MIA,,,106.71,,,,,,,1610612748.0,107.3,105.5,1.8,,0.54,2025-10-30
MIL,,,104.13,,,,,,,1610612749.0,111.0,111.0,0.0,,0.547,2025-10-30
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-30
MIN,,,103.53,,,,,,,1610612750.0,109.8,108.6,1.2,,0.53,2025-10-30
NOP,,,105.43,,,,,,,1610612740.0,98.9,112.7,-13.8,,0.45,2025-10-30
NYK,,,102.61,,,,,,,1610612752.0,105.1,109.3,-4.1,,0.481,2025-10-30
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-30
OKC,,,101.89,,,,,,,1610612760.0,107.6,100.9,6.7,,0.508,2025-10-30
ORL,,,103.52,,,,,,,1610612753.0,103.6,111.6,-8.0,,0.498,2025-10-30
PHI,,,101.9,,,,,,,1610612755.0,108.3,109.2,-0.9,,0.501,2025-10-30
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-30
PHX,,,104.95,,,,,,,1610612756.0,106.2,111.4,-5.3,,0.523,2025-10-30
POR,,,107.73,,,,,,,1610612757.0,111.0,105.2,5.7,,0.52,2025-10-30
SAC,,,101.75,,,,,,,1610612758.0,109.4,107.0,2.5,,0.542,2025-10-30
SAS,,,100.36,,,,,,,1610612759.0,109.1,101.2,7.9,,0.54,2025-10-30
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-30
TOR,,,107.78,,,,,,,1610612761.0,109.5,107.4,2.1,,0.541,2025-10-30
UTA,,,106.45,,,,,,,1610612762.0,109.6,109.0,0.7,,0.517,2025-10-30
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-30
WAS,,,105.44,,,,,,,1610612764.0,103.0,111.3,-8.4,,0.514,2025-10-30
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-31
ATL,,,103.35,,,,,,,1610612737.0,112.2,112.2,0.0,,0.534,2025-10-31
BOS,,,100.72,,,,,,,1610612738.0,112.2,103.7,8.5,,0.514,2025-10-31
BKN,,,102.93,,,,,,,1610612751.0,107.6,117.2,-9.6,,0.509,2025-10-31
CHA,,,104.5,,,,,,,1610612766.0,116.2,107.8,8.4,,0.562,2025-10-31
CHI,,,106.8,,,,,,,1610612741.0,112.4,111.0,1.4,,0.55,2025-10-31
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-31
CLE,,,101.8,,,,,,,1610612739.0,110.2,109.6,0.6,,0.505,2025-10-31
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-31
DAL,,,102.27,,,,,,,1610612742.0,100.3,104.7,-4.4,,0.484,2025-10-31
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-31
DEN,,,101.23,,,,,,,1610612743.0,114.7,106.9,7.8,,0.55,2025-10-31
DET,,,102.93,,,,,,,1610612765.0,110.4,107.4,3.0,,0.506,2025-10-31
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-31
GSW,,,102.54,,,,,,,1610612744.0,106.3,106.8,-0.5,,0.52,2025-10-31
HOU,,,102.89,,,,,,,1610612745.0,113.0,113.1,-0.1,,0.515,2025-10-31
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-31
IND,,,105.01,,,,,,,1610612754.0,108.5,116.4,-7.9,,0.505,2025-10-31
LAC,,,101.4,,,,,,,1610612746.0,105.7,106.1,-0.4,,0.53,2025-10-31
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-31
LAL,,,100.5,,,,,,,1610612747.0,108.2,109.0,-0.8,,0.531,2025-10-31
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-31
MEM,,,105.24,,,,,,,1610612763.0,109.2,109.9,-0.7,,0.516,2025-10-31
MIA,,,106.71,,,,,,,1610612748.0,107.3,105.5,1.8,,0.54,2025-10-31
MIL,,,104.13,,,,,,,1610612749.0,111.0,111.0,0.0,,0.547,2025-10-31
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-31
MIN,,,103.53,,,,,,,1610612750.0,109.8,108.6,1.2,,0.53,2025-10-31
NOP,,,104.74,,,,,,,1610612740.0,101.5,114.2,-12.6,,0.464,2025-10-31
NYK,,,102.16,,,,,,,1610612752.0,107.5,112.1,-4.6,,0.493,2025-10-31
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-31
OKC,,,101.89,,,,,,,1610612760.0,107.6,100.9,6.7,,0.508,2025-10-31
ORL,,,103.52,,,,,,,1610612753.0,103.6,111.6,-8.0,,0.498,2025-10-31
PHI,,,101.48,,,,,,,1610612755.0,108.5,109.5,-0.9,,0.505,2025-10-31
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-31
PHX,,,104.62,,,,,,,1610612756.0,107.1,109.9,-2.8,,0.527,2025-10-31
POR,,,106.82,,,,,,,1610612757.0,110.9,105.6,5.3,,0.516,2025-10-31
SAC,,,101.75,,,,,,,1610612758.0,109.4,107.0,2.5,,0.542,2025-10-31
SAS,,,100.36,,,,,,,1610612759.0,109.1,101.2,7.9,,0.54,2025-10-31
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-31
TOR,,,106.82,,,,,,,1610612761.0,109.9,107.0,2.9,,0.543,2025-10-31
UTA,,,106.03,,,,,,,1610612762.0,108.5,109.5,-1.0,,0.512,2025-10-31
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-31
WAS,,,105.44,,,,,,,1610612764.0,103.0,111.3,-8.4,,0.514,2025-10-31
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-11-01
ATL,,,103.35,,,,,,,1610612737.0,112.2,112.2,0.0,,0.534,2025-11-01
BOS,,,100.43,,,,,,,1610612738.0,111.4,106.2,5.2,,0.508,2025-11-01
BKN,,,102.93,,,,,,,1610612751.0,107.6,117.2,-9.6,,0.509,2025-11-01
CHA,,,104.14,,,,,,,1610612766.0,115.1,109.1,6.1,,0.554,2025-11-01
CHI,,,106.8,,,,,,,1610612741.0,112.4,111.0,1.4,,0.55,2025-11-01
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-11-01
CLE,,,101.8,,,,,,,1610612739.0,110.2,109.6,0.6,,0.505,2025-11-01
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-11-01
DAL,,,102.2,,,,,,,1610612742.0,101.1,106.2,-5.2,,0.487,2025-11-01
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-11-01
DEN,,,101.23,,,,,,,1610612743.0,114.7,106.9,7.8,,0.55,2025-11-01
DET,,,102.79,,,,,,,1610612765.0,111.4,107.5,3.9,,0.51,2025-11-01
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-11-01
GSW,,,102.46,,,,,,,1610612744.0,106.4,107.2,-0.7,,0.518,2025-11-01
HOU,,,102.32,,,,,,,1610612745.0,114.9,112.1,2.9,,0.529,2025-11-01
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-11-01
IND,,,104.67,,,,,,,1610612754.0,108.8,115.6,-6.8,,0.505,2025-11-01
LAC,,,101.4,,,,,,,1610612746.0,105.7,106.1,-0.4,,0.53,2025-11-01
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-11-01
LAL,,,100.5,,,,,,,1610612747.0,108.2,109.0,-0.8,,0.531,2025-11-01
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-11-01
MEM,,,105.24,,,,,,,1610612763.0,109.2,109.9,-0.7,,0.516,2025-11-01
MIA,,,106.71,,,,,,,1610612748.0,107.3,105.5,1.8,,0.54,2025-11-01
MIL,,,103.62,,,,,,,1610612749.0,113.2,113.4,-0.2,,0.56,2025-11-01
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-11-01
MIN,,,103.23,,,,,,,1610612750.0,111.0,108.2,2.8,,0.541,2025-11-01
NOP,,,104.74,,,,,,,1610612740.0,101.5,114.2,-12.6,,0.464,2025-11-01
NYK,,,102.16,,,,,,,1610612752.0,107.5,112.1,-4.6,,0.493,2025-11-01
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-11-01
OKC,,,101.89,,,,,,,1610612760.0,107.6,100.9,6.7,,0.508,2025-11-01
ORL,,,103.88,,,,,,,1610612753.0,104.8,109.3,-4.5,,0.506,2025-11-01
PHI,,,101.48,,,,,,,1610612755.0,108.5,109.5,-0.9,,0.505,2025-11-01
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-11-01
PHX,,,104.62,,,,,,,1610612756.0,107.1,109.9,-2.8,,0.527,2025-11-01
POR,,,106.82,,,,,,,1610612757.0,110.9,105.6,5.3,,0.516,2025-11-01
SAC,,,101.5,,,,,,,1610612758.0,111.8,109.4,2.4,,0.545,2025-11-01
SAS,,,100.36,,,,,,,1610612759.0,109.1,101.2,7.9,,0.54,2025-11-01
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-11-01
TOR,,,106.82,,,,,,,1610612761.0,109.9,107.0,2.9,,0.543,2025-11-01
UTA,,,106.03,,,,,,,1610612762.0,108.5,109.5,-1.0,,0.512,2025-11-01
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-11-01
WAS,,,105.64,,,,,,,1610612764.0,101.4,111.9,-10.5,,0.506,2025-11-01
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-11-02
ATL,,,103.67,,,,,,,1610612737.0,111.3,112.0,-0.7,,0.535,2025-11-02
BOS,,,100.43,,,,,,,1610612738.0,111.4,106.2,5.2,,0.508,2025-11-02
BKN,,,102.84,,,,,,,1610612751.0,107.2,118.1,-10.9,,0.506,2025-11-02
CHA,,,103.88,,,,,,,1610612766.0,115.9,108.5,7.4,,0.557,2025-11-02
CHI,,,106.23,,,,,,,1610612741.0,112.6,112.5,0.1,,0.553,2025-11-02
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-11-02
CLE,,,102.27,,,,,,,1610612739.0,110.1,108.8,1.2,,0.506,2025-11-02
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-11-02
DAL,,,102.2,,,,,,,1610612742.0,101.1,106.2,-5.2,,0.487,2025-11-02
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-11-02
DEN,,,101.23,,,,,,,1610612743.0,114.7,106.9,7.8,,0.55,2025-11-02
DET,,,102.79,,,,,,,1610612765.0,111.4,107.5,3.9,,0.51,2025-11-02
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-11-02
GSW,,,102.46,,,,,,,1610612744.0,106.4,107.2,-0.7,,0.518,2025-11-02
HOU,,,102.32,,,,,,,1610612745.0,114.9,112.1,2.9,,0.529,2025-11-02
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-11-02
IND,,,104.67,,,,,,,1610612754.0,108.8,115.6,-6.8,,0.505,2025-11-02
LAC,,,101.4,,,,,,,1610612746.0,105.7,106.1,-0.4,,0.53,2025-11-02
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-11-02
LAL,,,100.9,,,,,,,1610612747.0,109.3,109.4,-0.2,,0.535,2025-11-02
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-11-02
MEM,,,104.56,,,,,,,1610612763.0,109.2,110.7,-1.6,,0.515,2025-11-02
MIA,,,106.66,,,,,,,1610612748.0,107.9,106.8,1.0,,0.542,2025-11-02
MIL,,,103.62,,,,,,,1610612749.0,113.2,113.4,-0.2,,0.56,2025-11-02
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-11-02
MIN,,,103.23,,,,,,,1610612750.0,111.0,108.2,2.8,,0.541,2025-11-02
NOP,,,104.28,,,,,,,1610612740.0,101.9,116.4,-14.5,,0.47,2025-11-02
