TEAM,TEAM_NAME,GP,PACE,OFF_RATING,DEF_RATING,NET_RATING,TS_PCT,EFG_PCT,UPDATED_AT,TEAM_ID,OFFRTG,DEFRTG,NETRTG,TS,EFG,DATE
SAS,,,102.11,,,,,,,1610612759.0,102.9,99.0,3.9,,0.511,2025-10-12
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-12
TOR,,,110.52,,,,,,,1610612761.0,103.3,91.5,11.7,,0.496,2025-10-12
UTA,,,109.34,,,,,,,1610612762.0,103.4,104.9,-1.5,,0.499,2025-10-12
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-12
WAS,,,105.72,,,,,,,1610612764.0,94.1,100.7,-6.6,,0.476,2025-10-12
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-13
ATL,,,105.03,,,,,,,1610612737.0,110.2,107.2,3.0,,0.532,2025-10-13
BOS,,,106.68,,,,,,,1610612738.0,105.6,93.9,11.7,,0.492,2025-10-13
BKN,,,107.64,,,,,,,1610612751.0,99.6,104.0,-4.5,,0.472,2025-10-13
CHA,,,104.7,,,,,,,1610612766.0,113.4,96.6,16.8,,0.543,2025-10-13
CHI,,,111.0,,,,,,,1610612741.0,105.0,111.9,-6.9,,0.514,2025-10-13
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-13
CLE,,,101.76,,,,,,,1610612739.0,108.0,105.2,2.9,,0.462,2025-10-13
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-13
DAL,,,99.72,,,,,,,1610612742.0,96.4,97.6,-1.2,,0.465,2025-10-13
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-13
DEN,,,102.6,,,,,,,1610612743.0,107.0,103.7,3.3,,0.509,2025-10-13
DET,,,104.16,,,,,,,1610612765.0,107.4,102.1,5.3,,0.511,2025-10-13
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-13
GSW,,,103.95,,,,,,,1610612744.0,97.8,101.4,-3.6,,0.472,2025-10-13
HOU,,,109.19,,,,,,,1610612745.0,102.2,110.5,-8.3,,0.47,2025-10-13
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-13
IND,,,108.24,,,,,,,1610612754.0,112.8,116.7,-3.8,,0.563,2025-10-13
LAC,,,107.16,,,,,,,1610612746.0,95.5,95.5,0.0,,0.486,2025-10-13
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-13
LAL,,,100.2,,,,,,,1610612747.0,100.9,103.1,-2.3,,0.486,2025-10-13
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-13
MEM,,,105.22,,,,,,,1610612763.0,105.8,104.4,1.4,,0.505,2025-10-13
MIA,,,106.27,,,,,,,1610612748.0,100.1,104.9,-4.8,,0.506,2025-10-13
MIL,,,105.36,,,,,,,1610612749.0,102.5,110.5,-8.0,,0.486,2025-10-13
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-13
MIN,,,107.88,,,,,,,1610612750.0,105.1,96.7,8.5,,0.505,2025-10-13
NOP,,,111.48,,,,,,,1610612740.0,95.5,106.3,-10.8,,0.446,2025-10-13
NYK,,,105.12,,,,,,,1610612752.0,100.0,108.4,-8.4,,0.475,2025-10-13
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-13
OKC,,,105.0,,,,,,,1610612760.0,101.9,98.0,3.9,,0.498,2025-10-13
ORL,,,104.88,,,,,,,1610612753.0,91.3,103.7,-12.3,,0.447,2025-10-13
PHI,,,102.6,,,,,,,1610612755.0,98.2,102.8,-4.5,,0.465,2025-10-13
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-13
PHX,,,107.88,,,,,,,1610612756.0,100.9,100.9,0.0,,0.517,2025-10-13
POR,,,108.72,,,,,,,1610612757.0,104.6,99.3,5.3,,0.51,2025-10-13
SAC,,,101.8,,,,,,,1610612758.0,109.4,99.4,10.0,,0.545,2025-10-13
SAS,,,102.11,,,,,,,1610612759.0,102.9,99.0,3.9,,0.511,2025-10-13
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-13
TOR,,,110.52,,,,,,,1610612761.0,103.3,91.5,11.7,,0.496,2025-10-13
UTA,,,109.34,,,,,,,1610612762.0,103.4,104.9,-1.5,,0.499,2025-10-13
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-13
WAS,,,105.72,,,,,,,1610612764.0,94.1,100.7,-6.6,,0.476,2025-10-13
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-14
ATL,,,105.03,,,,,,,1610612737.0,110.2,107.2,3.0,,0.532,2025-10-14
BOS,,,106.68,,,,,,,1610612738.0,105.6,93.9,11.7,,0.492,2025-10-14
BKN,,,107.64,,,,,,,1610612751.0,99.6,104.0,-4.5,,0.472,2025-10-14
CHA,,,104.7,,,,,,,1610612766.0,113.4,96.6,16.8,,0.543,2025-10-14
CHI,,,111.0,,,,,,,1610612741.0,105.0,111.9,-6.9,,0.514,2025-10-14
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-14
CLE,,,101.76,,,,,,,1610612739.0,108.0,105.2,2.9,,0.462,2025-10-14
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-14
DAL,,,99.72,,,,,,,1610612742.0,96.4,97.6,-1.2,,0.465,2025-10-14
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-14
DEN,,,102.6,,,,,,,1610612743.0,107.0,103.7,3.3,,0.509,2025-10-14
DET,,,104.16,,,,,,,1610612765.0,107.4,102.1,5.3,,0.511,2025-10-14
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-14
GSW,,,103.95,,,,,,,1610612744.0,97.8,101.4,-3.6,,0.472,2025-10-14
HOU,,,109.19,,,,,,,1610612745.0,102.2,110.5,-8.3,,0.47,2025-10-14
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-14
IND,,,108.24,,,,,,,1610612754.0,112.8,116.7,-3.8,,0.563,2025-10-14
LAC,,,107.16,,,,,,,1610612746.0,95.5,95.5,0.0,,0.486,2025-10-14
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-14
LAL,,,100.2,,,,,,,1610612747.0,100.9,103.1,-2.3,,0.486,2025-10-14
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-14
MEM,,,105.22,,,,,,,1610612763.0,105.8,104.4,1.4,,0.505,2025-10-14
MIA,,,106.27,,,,,,,1610612748.0,100.1,104.9,-4.8,,0.506,2025-10-14
MIL,,,105.36,,,,,,,1610612749.0,102.5,110.5,-8.0,,0.486,2025-10-14
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-14
MIN,,,107.88,,,,,,,1610612750.0,105.1,96.7,8.5,,0.505,2025-10-14
NOP,,,111.48,,,,,,,1610612740.0,95.5,106.3,-10.8,,0.446,2025-10-14
NYK,,,105.12,,,,,,,1610612752.0,100.0,108.4,-8.4,,0.475,2025-10-14
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-14
OKC,,,105.0,,,,,,,1610612760.0,101.9,98.0,3.9,,0.498,2025-10-14
ORL,,,104.88,,,,,,,1610612753.0,91.3,103.7,-12.3,,0.447,2025-10-14
PHI,,,102.6,,,,,,,1610612755.0,98.2,102.8,-4.5,,0.465,2025-10-14
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-14
PHX,,,107.88,,,,,,,1610612756.0,100.9,100.9,0.0,,0.517,2025-10-14
POR,,,108.72,,,,,,,1610612757.0,104.6,99.3,5.3,,0.51,2025-10-14
SAC,,,101.8,,,,,,,1610612758.0,109.4,99.4,10.0,,0.545,2025-10-14
SAS,,,102.11,,,,,,,1610612759.0,102.9,99.0,3.9,,0.511,2025-10-14
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-14
TOR,,,110.52,,,,,,,1610612761.0,103.3,91.5,11.7,,0.496,2025-10-14
UTA,,,109.34,,,,,,,1610612762.0,103.4,104.9,-1.5,,0.499,2025-10-14
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-14
WAS,,,105.72,,,,,,,1610612764.0,94.1,100.7,-6.6,,0.476,2025-10-14
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-15
ATL,,,105.03,,,,,,,1610612737.0,110.2,107.2,3.0,,0.532,2025-10-15
BOS,,,106.68,,,,,,,1610612738.0,105.6,93.9,11.7,,0.492,2025-10-15
BKN,,,107.64,,,,,,,1610612751.0,99.6,104.0,-4.5,,0.472,2025-10-15
CHA,,,104.7,,,,,,,1610612766.0,113.4,96.6,16.8,,0.543,2025-10-15
CHI,,,111.0,,,,,,,1610612741.0,105.0,111.9,-6.9,,0.514,2025-10-15
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-15
CLE,,,101.76,,,,,,,1610612739.0,108.0,105.2,2.9,,0.462,2025-10-15
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-15
DAL,,,99.72,,,,,,,1610612742.0,96.4,97.6,-1.2,,0.465,2025-10-15
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-15
DEN,,,102.6,,,,,,,1610612743.0,107.0,103.7,3.3,,0.509,2025-10-15
DET,,,104.16,,,,,,,1610612765.0,107.4,102.1,5.3,,0.511,2025-10-15
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-15
GSW,,,103.95,,,,,,,1610612744.0,97.8,101.4,-3.6,,0.472,2025-10-15
HOU,,,109.19,,,,,,,1610612745.0,102.2,110.5,-8.3,,0.47,2025-10-15
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-15
IND,,,108.24,,,,,,,1610612754.0,112.8,116.7,-3.8,,0.563,2025-10-15
LAC,,,107.16,,,,,,,1610612746.0,95.5,95.5,0.0,,0.486,2025-10-15
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-15
LAL,,,100.2,,,,,,,1610612747.0,100.9,103.1,-2.3,,0.486,2025-10-15
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-15
MEM,,,105.22,,,,,,,1610612763.0,105.8,104.4,1.4,,0.505,2025-10-15
MIA,,,106.27,,,,,,,1610612748.0,100.1,104.9,-4.8,,0.506,2025-10-15
MIL,,,105.36,,,,,,,1610612749.0,102.5,110.5,-8.0,,0.486,2025-10-15
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-15
MIN,,,107.88,,,,,,,1610612750.0,105.1,96.7,8.5,,0.505,2025-10-15
NOP,,,111.48,,,,,,,1610612740.0,95.5,106.3,-10.8,,0.446,2025-10-15
NYK,,,105.12,,,,,,,1610612752.0,100.0,108.4,-8.4,,0.475,2025-10-15
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-15
OKC,,,105.0,,,,,,,1610612760.0,101.9,98.0,3.9,,0.498,2025-10-15
ORL,,,104.88,,,,,,,1610612753.0,91.3,103.7,-12.3,,0.447,2025-10-15
PHI,,,102.6,,,,,,,1610612755.0,98.2,102.8,-4.5,,0.465,2025-10-15
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-15
PHX,,,107.88,,,,,,,1610612756.0,100.9,100.9,0.0,,0.517,2025-10-15
POR,,,108.72,,,,,,,1610612757.0,104.6,99.3,5.3,,0.51,2025-10-15
SAC,,,101.8,,,,,,,1610612758.0,109.4,99.4,10.0,,0.545,2025-10-15
SAS,,,102.11,,,,,,,1610612759.0,102.9,99.0,3.9,,0.511,2025-10-15
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-15
TOR,,,110.52,,,,,,,1610612761.0,103.3,91.5,11.7,,0.496,2025-10-15
UTA,,,109.34,,,,,,,1610612762.0,103.4,104.9,-1.5,,0.499,2025-10-15
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-15
WAS,,,105.72,,,,,,,1610612764.0,94.1,100.7,-6.6,,0.476,2025-10-15
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-16
ATL,,,105.03,,,,,,,1610612737.0,110.2,107.2,3.0,,0.532,2025-10-16
BOS,,,106.68,,,,,,,1610612738.0,105.6,93.9,11.7,,0.492,2025-10-16
BKN,,,107.64,,,,,,,1610612751.0,99.6,104.0,-4.5,,0.472,2025-10-16
CHA,,,104.7,,,,,,,1610612766.0,113.4,96.6,16.8,,0.543,2025-10-16
CHI,,,111.0,,,,,,,1610612741.0,105.0,111.9,-6.9,,0.514,2025-10-16
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-16
CLE,,,101.76,,,,,,,1610612739.0,108.0,105.2,2.9,,0.462,2025-10-16
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-16
DAL,,,99.72,,,,,,,1610612742.0,96.4,97.6,-1.2,,0.465,2025-10-16
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-16
DEN,,,102.6,,,,,,,1610612743.0,107.0,103.7,3.3,,0.509,2025-10-16
DET,,,104.16,,,,,,,1610612765.0,107.4,102.1,5.3,,0.511,2025-10-16
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-16
GSW,,,103.95,,,,,,,1610612744.0,97.8,101.4,-3.6,,0.472,2025-10-16
HOU,,,109.19,,,,,,,1610612745.0,102.2,110.5,-8.3,,0.47,2025-10-16
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-16
IND,,,108.24,,,,,,,1610612754.0,112.8,116.7,-3.8,,0.563,2025-10-16
LAC,,,107.16,,,,,,,1610612746.0,95.5,95.5,0.0,,0.486,2025-10-16
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-16
LAL,,,100.2,,,,,,,1610612747.0,100.9,103.1,-2.3,,0.486,2025-10-16
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-16
MEM,,,105.22,,,,,,,1610612763.0,105.8,104.4,1.4,,0.505,2025-10-16
MIA,,,106.27,,,,,,,1610612748.0,100.1,104.9,-4.8,,0.506,2025-10-16
MIL,,,105.36,,,,,,,1610612749.0,102.5,110.5,-8.0,,0.486,2025-10-16
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-16
MIN,,,107.88,,,,,,,1610612750.0,105.1,96.7,8.5,,0.505,2025-10-16
NOP,,,111.48,,,,,,,1610612740.0,95.5,106.3,-10.8,,0.446,2025-10-16
NYK,,,105.12,,,,,,,1610612752.0,100.0,108.4,-8.4,,0.475,2025-10-16
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-16
OKC,,,105.0,,,,,,,1610612760.0,101.9,98.0,3.9,,0.498,2025-10-16
ORL,,,104.88,,,,,,,1610612753.0,91.3,103.7,-12.3,,0.447,2025-10-16
PHI,,,102.6,,,,,,,1610612755.0,98.2,102.8,-4.5,,0.465,2025-10-16
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-16
PHX,,,107.88,,,,,,,1610612756.0,100.9,100.9,0.0,,0.517,2025-10-16
POR,,,108.72,,,,,,,1610612757.0,104.6,99.3,5.3,,0.51,2025-10-16
SAC,,,101.8,,,,,,,1610612758.0,109.4,99.4,10.0,,0.545,2025-10-16
SAS,,,102.11,,,,,,,1610612759.0,102.9,99.0,3.9,,0.511,2025-10-16
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-16
TOR,,,110.52,,,,,,,1610612761.0,103.3,91.5,11.7,,0.496,2025-10-16
UTA,,,109.34,,,,,,,1610612762.0,103.4,104.9,-1.5,,0.499,2025-10-16
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-16
WAS,,,105.72,,,,,,,1610612764.0,94.1,100.7,-6.6,,0.476,2025-10-16
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-17
ATL,,,105.03,,,,,,,1610612737.0,110.2,107.2,3.0,,0.532,2025-10-17
BOS,,,106.68,,,,,,,1610612738.0,105.6,93.9,11.7,,0.492,2025-10-17
BKN,,,107.64,,,,,,,1610612751.0,99.6,104.0,-4.5,,0.472,2025-10-17
CHA,,,104.7,,,,,,,1610612766.0,113.4,96.6,16.8,,0.543,2025-10-17
CHI,,,111.0,,,,,,,1610612741.0,105.0,111.9,-6.9,,0.514,2025-10-17
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-17
CLE,,,101.76,,,,,,,1610612739.0,108.0,105.2,2.9,,0.462,2025-10-17
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-17
DAL,,,99.72,,,,,,,1610612742.0,96.4,97.6,-1.2,,0.465,2025-10-17
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-17
DEN,,,102.6,,,,,,,1610612743.0,107.0,103.7,3.3,,0.509,2025-10-17
DET,,,104.16,,,,,,,1610612765.0,107.4,102.1,5.3,,0.511,2025-10-17
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-17
GSW,,,103.95,,,,,,,1610612744.0,97.8,101.4,-3.6,,0.472,2025-10-17
HOU,,,109.19,,,,,,,1610612745.0,102.2,110.5,-8.3,,0.47,2025-10-17
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-17
IND,,,108.24,,,,,,,1610612754.0,112.8,116.7,-3.8,,0.563,2025-10-17
LAC,,,107.16,,,,,,,1610612746.0,95.5,95.5,0.0,,0.486,2025-10-17
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-17
LAL,,,100.2,,,,,,,1610612747.0,100.9,103.1,-2.3,,0.486,2025-10-17
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-17
MEM,,,105.22,,,,,,,1610612763.0,105.8,104.4,1.4,,0.505,2025-10-17
MIA,,,106.27,,,,,,,1610612748.0,100.1,104.9,-4.8,,0.506,2025-10-17
MIL,,,105.36,,,,,,,1610612749.0,102.5,110.5,-8.0,,0.486,2025-10-17
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-17
MIN,,,107.88,,,,,,,1610612750.0,105.1,96.7,8.5,,0.505,2025-10-17
NOP,,,111.48,,,,,,,1610612740.0,95.5,106.3,-10.8,,0.446,2025-10-17
NYK,,,105.12,,,,,,,1610612752.0,100.0,108.4,-8.4,,0.475,2025-10-17
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-17
OKC,,,105.0,,,,,,,1610612760.0,101.9,98.0,3.9,,0.498,2025-10-17
ORL,,,104.88,,,,,,,1610612753.0,91.3,103.7,-12.3,,0.447,2025-10-17
PHI,,,102.6,,,,,,,1610612755.0,98.2,102.8,-4.5,,0.465,2025-10-17
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-17
PHX,,,107.88,,,,,,,1610612756.0,100.9,100.9,0.0,,0.517,2025-10-17
POR,,,108.72,,,,,,,1610612757.0,104.6,99.3,5.3,,0.51,2025-10-17
SAC,,,101.8,,,,,,,1610612758.0,109.4,99.4,10.0,,0.545,2025-10-17
SAS,,,102.11,,,,,,,1610612759.0,102.9,99.0,3.9,,0.511,2025-10-17
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-17
TOR,,,110.52,,,,,,,1610612761.0,103.3,91.5,11.7,,0.496,2025-10-17
UTA,,,109.34,,,,,,,1610612762.0,103.4,104.9,-1.5,,0.499,2025-10-17
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-17
WAS,,,105.72,,,,,,,1610612764.0,94.1,100.7,-6.6,,0.476,2025-10-17
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-18
ATL,,,105.03,,,,,,,1610612737.0,110.2,107.2,3.0,,0.532,2025-10-18
BOS,,,106.68,,,,,,,1610612738.0,105.6,93.9,11.7,,0.492,2025-10-18
BKN,,,107.64,,,,,,,1610612751.0,99.6,104.0,-4.5,,0.472,2025-10-18
CHA,,,104.7,,,,,,,1610612766.0,113.4,96.6,16.8,,0.543,2025-10-18
CHI,,,111.0,,,,,,,1610612741.0,105.0,111.9,-6.9,,0.514,2025-10-18
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-18
CLE,,,101.76,,,,,,,1610612739.0,108.0,105.2,2.9,,0.462,2025-10-18
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-18
DAL,,,99.72,,,,,,,1610612742.0,96.4,97.6,-1.2,,0.465,2025-10-18
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-18
DEN,,,102.6,,,,,,,1610612743.0,107.0,103.7,3.3,,0.509,2025-10-18
DET,,,104.16,,,,,,,1610612765.0,107.4,102.1,5.3,,0.511,2025-10-18
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-18
GSW,,,103.95,,,,,,,1610612744.0,97.8,101.4,-3.6,,0.472,2025-10-18
HOU,,,109.19,,,,,,,1610612745.0,102.2,110.5,-8.3,,0.47,2025-10-18
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-18
IND,,,108.24,,,,,,,1610612754.0,112.8,116.7,-3.8,,0.563,2025-10-18
LAC,,,107.16,,,,,,,1610612746.0,95.5,95.5,0.0,,0.486,2025-10-18
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-18
LAL,,,100.2,,,,,,,1610612747.0,100.9,103.1,-2.3,,0.486,2025-10-18
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-18
MEM,,,105.22,,,,,,,1610612763.0,105.8,104.4,1.4,,0.505,2025-10-18
MIA,,,106.27,,,,,,,1610612748.0,100.1,104.9,-4.8,,0.506,2025-10-18
MIL,,,105.36,,,,,,,1610612749.0,102.5,110.5,-8.0,,0.486,2025-10-18
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-18
MIN,,,107.88,,,,,,,1610612750.0,105.1,96.7,8.5,,0.505,2025-10-18
NOP,,,111.48,,,,,,,1610612740.0,95.5,106.3,-10.8,,0.446,2025-10-18
NYK,,,105.12,,,,,,,1610612752.0,100.0,108.4,-8.4,,0.475,2025-10-18
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-18
OKC,,,105.0,,,,,,,1610612760.0,101.9,98.0,3.9,,0.498,2025-10-18
ORL,,,104.88,,,,,,,1610612753.0,91.3,103.7,-12.3,,0.447,2025-10-18
PHI,,,102.6,,,,,,,1610612755.0,98.2,102.8,-4.5,,0.465,2025-10-18
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-18
PHX,,,107.88,,,,,,,1610612756.0,100.9,100.9,0.0,,0.517,2025-10-18
POR,,,108.72,,,,,,,1610612757.0,104.6,99.3,5.3,,0.51,2025-10-18
SAC,,,101.8,,,,,,,1610612758.0,109.4,99.4,10.0,,0.545,2025-10-18
SAS,,,102.11,,,,,,,1610612759.0,102.9,99.0,3.9,,0.511,2025-10-18
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-18
TOR,,,110.52,,,,,,,1610612761.0,103.3,91.5,11.7,,0.496,2025-10-18
UTA,,,109.34,,,,,,,1610612762.0,103.4,104.9,-1.5,,0.499,2025-10-18
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-18
WAS,,,105.72,,,,,,,1610612764.0,94.1,100.7,-6.6,,0.476,2025-10-18
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-19
ATL,,,105.03,,,,,,,1610612737.0,110.2,107.2,3.0,,0.532,2025-10-19
BOS,,,106.68,,,,,,,1610612738.0,105.6,93.9,11.7,,0.492,2025-10-19
BKN,,,107.64,,,,,,,1610612751.0,99.6,104.0,-4.5,,0.472,2025-10-19
CHA,,,104.7,,,,,,,1610612766.0,113.4,96.6,16.8,,0.543,2025-10-19
CHI,,,111.0,,,,,,,1610612741.0,105.0,111.9,-6.9,,0.514,2025-10-19
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-19
CLE,,,101.76,,,,,,,1610612739.0,108.0,105.2,2.9,,0.462,2025-10-19
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-19
DAL,,,99.72,,,,,,,1610612742.0,96.4,97.6,-1.2,,0.465,2025-10-19
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-19
DEN,,,102.6,,,,,,,1610612743.0,107.0,103.7,3.3,,0.509,2025-10-19
DET,,,104.16,,,,,,,1610612765.0,107.4,102.1,5.3,,0.511,2025-10-19
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-19
GSW,,,103.95,,,,,,,1610612744.0,97.8,101.4,-3.6,,0.472,2025-10-19
HOU,,,109.19,,,,,,,1610612745.0,102.2,110.5,-8.3,,0.47,2025-10-19
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-19
IND,,,108.24,,,,,,,1610612754.0,112.8,116.7,-3.8,,0.563,2025-10-19
LAC,,,107.16,,,,,,,1610612746.0,95.5,95.5,0.0,,0.486,2025-10-19
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-19
LAL,,,100.2,,,,,,,1610612747.0,100.9,103.1,-2.3,,0.486,2025-10-19
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-19
MEM,,,105.22,,,,,,,1610612763.0,105.8,104.4,1.4,,0.505,2025-10-19
MIA,,,106.27,,,,,,,1610612748.0,100.1,104.9,-4.8,,0.506,2025-10-19
MIL,,,105.36,,,,,,,1610612749.0,102.5,110.5,-8.0,,0.486,2025-10-19
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-19
MIN,,,107.88,,,,,,,1610612750.0,105.1,96.7,8.5,,0.505,2025-10-19
NOP,,,111.48,,,,,,,1610612740.0,95.5,106.3,-10.8,,0.446,2025-10-19
NYK,,,105.12,,,,,,,1610612752.0,100.0,108.4,-8.4,,0.475,2025-10-19
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-19
OKC,,,105.0,,,,,,,1610612760.0,101.9,98.0,3.9,,0.498,2025-10-19
ORL,,,104.88,,,,,,,1610612753.0,91.3,103.7,-12.3,,0.447,2025-10-19
PHI,,,102.6,,,,,,,1610612755.0,98.2,102.8,-4.5,,0.465,2025-10-19
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-19
