iter	RMSE
281	14.06770956
282	14.06152226
283	14.03876981
284	14.02618501
285	14.00859434
286	13.99748324
287	13.98342551
288	13.97022276
289	13.9515388
290	13.94232106
291	13.92995608
292	13.91599858
293	13.90438866
294	13.89328549
295	13.87233445
296	13.85775875
297	13.8504402
298	13.83219102
299	13.8132598
300	13.80156286
301	13.78906254
302	13.77011566
303	13.76102328
304	13.73914053
305	13.72465806
306	13.70830646
307	13.70116435
308	13.69407825
309	13.68262798
310	13.66877632
311	13.65739308
312	13.64573008
313	13.63765805
314	13.62279855
315	13.61553006
316	13.60460433
317	13.59181114
318	13.5786919
319	13.5695184
320	13.55411384
321	13.54863627
322	13.53771653
323	13.529837
324	13.5173825
325	13.50000929
326	13.49137657
327	13.4812539
328	13.46863069
329	13.45101187
330	13.43644215
331	13.42771826
332	13.42168293
333	13.40864855
334	13.40761163
335	13.40477715
336	13.39790381
337	13.38579039
338	13.37444499
339	13.35854688
340	13.35132618
341	13.33681648
342	13.32526392
343	13.32019481
344	13.30444589
345	13.29330373
346	13.28401559
347	13.27482821
348	13.25962346
349	13.24465595
350	13.23018531
351	13.21850795
352	13.20378061
353	13.18975424
354	13.18088848
355	13.16957002
356	13.15730998
357	13.14577051
358	13.12841597
359	13.11164108
360	13.0992497
361	13.08736949
362	13.07824048
363	13.06145295
364	13.05360347
365	13.03790672
366	13.02328101
367	13.00858784
368	12.99234448
369	12.98337142
370	12.96803586
371	12.95861645
372	12.94350512
373	12.9360172
374	12.9219174
375	12.90858476
376	12.89389417
377	12.88009665
378	12.87256283
379	12.86235333
380	12.84919698
381	12.83974435
382	12.82770471
383	12.81333369
384	12.7989893
385	12.79409356
386	12.77863316
387	12.77448447
388	12.76104686
389	12.74900707
390	12.74134297
391	12.7359376
392	12.72250025
393	12.71319847
394	12.69629874
395	12.68500368
396	12.67003952
397	12.65970042
398	12.64489229
399	12.63596017
400	12.61700953
401	12.61082201
402	12.59820281
403	12.58961018
404	12.58447573
405	12.5740425
406	12.56748668
407	12.55127173
408	12.5391772
409	12.5260747
410	12.5096039
411	12.50078893
412	12.48929075
413	12.47965193
414	12.46504
415	12.45250447
416	12.43947923
417	12.42564773
418	12.41367025
419	12.40268744
420	12.38820886
421	12.38319529
422	12.36861985
423	12.3556403
424	12.34855173
425	12.33754199
426	12.32554175
427	12.31620615
428	12.30508666
429	12.2972353
430	12.27999152
431	12.2650443
432	12.25709775
433	12.24144201
434	12.22981294
435	12.2167908
436	12.20701736
437	12.19723697
438	12.1813419
439	12.16998616
440	12.15759806
441	12.1415415
442	12.12972383
443	12.11836847
444	12.10844703
445	12.10103131
446	12.09130577
447	12.07801802
448	12.0624244
449	12.05449202
450	12.0428755
451	12.0291469
452	12.02017131
453	12.00911547
454	11.9985699
455	11.9857931
456	11.97377632
457	11.96276087
458	11.94431048
459	11.93251702
460	11.92210312
461	11.91075875
462	11.90091754
463	11.88918388
464	11.87814558
465	11.86978727
466	11.85669788
467	11.84457487
468	11.83355038
469	11.81872314
470	11.8145096
471	11.80558919
472	11.79260771
473	11.77605519
474	11.76181761
475	11.753998
476	11.73954295
477	11.73336215
478	11.72163305
479	11.70695223
480	11.68805591
481	11.67870119
482	11.66489924
483	11.65965736
484	11.65159223
485	11.63981182
486	11.62931157
487	11.61224373
488	11.5998513
489	11.58270576
490	11.56685928
491	11.56345614
492	11.55774238
493	11.54712935
494	11.53712634
495	11.53293053
496	11.5175139
497	11.51375291
498	11.50864049
499	11.49361554
500	11.48140656
501	11.47171714
502	11.46318048
503	11.45309976
504	11.44305126
505	11.43447599
506	11.41904993
507	11.41279285
508	11.39548114
509	11.38421879
510	11.37150157
511	11.3605535
512	11.34869231
513	11.34396893
514	11.3310765
515	11.31507074
516	11.30177523
517	11.29204269
518	11.28181491
519	11.26503017
520	11.25134868
521	11.23600162
522	11.22634052
523	11.2138516
524	11.19646794
525	11.18381754
526	11.16764211
527	11.15587619
528	11.13787509
529	11.1268075
530	11.11016326
531	11.09887176
532	11.07507362
533	11.06016767
534	11.0459769
535	11.03600369
536	11.02755296
537	11.0154359
538	11.00035645
539	10.9870305
540	10.97107667
541	10.96173644
542	10.95003004
543	10.94010833
544	10.92644279
545	10.91993889
546	10.91062838
547	10.89775546
548	10.89124841
549	10.88020123
550	10.86299127
551	10.84815312
552	10.84598311
553	10.83919099
554	10.83112896
555	10.81936132
556	10.80878865
557	10.79746544
558	10.78409376
559	10.77967419
560	10.77511014
561	10.76141055
562	10.75123381
563	10.73829167
564	10.72528084
565	10.71087037
566	10.69501872
567	10.68793551
568	10.67980134
569	10.66541787
570	10.65243492
571	10.64312084
572	10.63775463
573	10.62575951
574	10.61273648
575	10.60602825
576	10.59438168
577	10.58495243
578	10.5713268
579	10.55945492
580	10.55502627
581	10.54237345
582	10.52888366
583	10.51606399
584	10.50140016
585	10.49364757
586	10.48859632
587	10.47475331
588	10.4647105
589	10.45139203
590	10.44100653
591	10.42635355
592	10.42120213
593	10.40778834
594	10.39355744
595	10.37702503
596	10.35654845
597	10.34572193
598	10.33815541
599	10.32588134
600	10.3085636
601	10.30536769
602	10.28869908
603	10.27968152
604	10.26850087
605	10.25337518
606	10.24339497
607	10.23106611
608	10.2247583
609	10.21749928
610	10.20234507
611	10.18835918
612	10.1748597
613	10.16099341
614	10.15657916
615	10.15276785
616	10.14032504
617	10.1329432
618	10.12222744
619	10.10986332
620	10.09628757
621	10.08528989
622	10.07176133
623	10.06163391
624	10.0434942
625	10.03569567
626	10.02969455
627	10.01761222
628	10.00428353
629	9.993270354
630	9.986786982
631	9.972406084
632	9.964568423
633	9.954330821
634	9.949413305
635	9.941941067
636	9.928227569
637	9.920340761
638	9.905669995
639	9.893477222
640	9.878710226
641	9.874856637
642	9.861268127
643	9.849128062
644	9.839695313
645	9.836054694
646	9.825820956
647	9.815069222
648	9.807985901
649	9.798915888
650	9.791793102
651	9.782038303
652	9.772181143
653	9.761976129
654	9.753516954
655	9.742467176
656	9.731955047
657	9.72648982
658	9.716366878
659	9.706383261
660	9.698439645
661	9.688777388
662	9.678490672
663	9.675563775
664	9.671785572
665	9.660328815
666	9.648425404
667	9.641652376
668	9.631699626
669	9.619650673
670	9.61062111
671	9.599861623
672	9.587530812
673	9.576663496
674	9.566212746
675	9.551556673
676	9.546332927
677	9.536967097
678	9.52543134
679	9.509300804
680	9.496738728
681	9.489950628
682	9.47971968
683	9.476296011
684	9.462379544
685	9.458418006
686	9.448839079
687	9.438108977
688	9.426398527
689	9.412156828
690	9.39974271
691	9.389048796
692	9.385668673
693	9.371731079
694	9.361091972
695	9.349312294
696	9.336373407
697	9.322125053
698	9.314466902
699	9.305088532
700	9.301204644
701	9.28977985
702	9.280340447
703	9.276472883
704	9.267426522
705	9.256321954
706	9.247052896
707	9.235710021
708	9.226481411
709	9.215171708
710	9.207635632
711	9.196253481
712	9.185258193
713	9.17743961
714	9.166473212
715	9.16266779
716	9.151094894
717	9.139903305
718	9.129696676
719	9.120600746
720	9.109507715
721	9.099493891
722	9.095722933
723	9.086678617
724	9.077663201
725	9.074450268
726	9.063633054
727	9.056686485
728	9.045265566
729	9.034073427
730	9.021004447
731	9.012094
732	9.001102322
733	8.987754306
734	8.975731637
735	8.96516165
736	8.953570304
737	8.944748807
738	8.933752472
739	8.930062098
740	8.926917849
741	8.919369929
742	8.908881617
743	8.897860912
744	8.887405523
745	8.877500167
746	8.874215678
747	8.871102605
748	8.860153054
749	8.849391148
750	8.837984422
751	8.82685385
752	8.817030107
753	8.81340769
754	8.804755601
755	8.794388449
756	8.783780286
757	8.772740665
758	8.761944857
759	8.750952612
760	8.747364659
761	8.737136033
762	8.726048254
763	8.716354679
764	8.712786219
765	8.709573451
766	8.698765718
767	8.689111077
768	8.685560518
769	8.675316316
770	8.665091358
771	8.651960212
772	8.640982231
773	8.63140566
774	8.620883299
775	8.612441413
776	8.602902397
777	8.593380306
778	8.584849623
779	8.574113869
780	8.564032456
781	8.554562901
782	8.543636015
783	8.533706489
784	8.530229703
785	8.519347572
786	8.512189056
787	8.503890001
788	8.494498836
789	8.484537661
790	8.474595144
791	8.464449303
792	8.461341741
793	8.452009277
794	8.442693371
795	8.432912399
796	8.422806317
797	8.412960048
798	8.40233553
799	8.392567924
800	8.382579474
801	8.374423899
802	8.365211799
803	8.355082822
804	8.344716141
805	8.337340506
806	8.327725238
807	8.319646274
808	8.309956474
809	8.300385556
810	8.28987194
811	8.279864904
812	8.270343167
813	8.266993177
814	8.25546515
815	8.245876243
816	8.236405847
817	8.227368035
818	8.218346256
819	8.215020468
820	8.20559831
821	8.196609746
822	8.187218233
823	8.177844198
824	8.168382763
825	8.159042688
826	8.149719974
827	8.140414581
828	8.13112647
829	8.121129335
830	8.117851617
831	8.108986905
832	8.100137913
833	8.090912766
834	8.081363443
835	8.078107208
836	8.06930341
837	8.066056492
838	8.06281491
839	8.059578653
840	8.050802336
841	8.042041583
842	8.032904301
843	8.024171752
844	8.01545469
845	8.006753086
846	8.003547715
847	7.994128274
848	7.984782443
849	7.975736652
850	7.966597469
851	7.957964965
852	7.948964202
853	7.945787841
854	7.937186946
855	7.928108828
856	7.919156823
857	7.914442098
858	7.905886623
859	7.896968827
860	7.888067485
861	7.879551772
862	7.870679105
863	7.861822794
864	7.858693318
865	7.848903199
866	7.845781436
867	7.836964317
868	7.828163435
869	7.819731698
870	7.81095912
871	7.802554412
872	7.795682594
873	7.792589674
874	7.789504299
875	7.78077516
876	7.776906886
877	7.770082576
878	7.7657377
879	7.76267522
880	7.756812201
881	7.753757283
882	7.745076975
883	7.742027945
884	7.733367377
885	7.73032715
886	7.722024998
887	7.713396007
888	7.704782873
889	7.700256992
890	7.693527475
891	7.685275476
892	7.67670246
893	7.673696524
894	7.662911057
895	7.659492412
896	7.650601665
897	7.647609432
898	7.638739343
899	7.63575919
900	7.63192153
901	7.625282483
902	7.616792964
903	7.612971616
904	7.604502657
905	7.600769758
906	7.597394045
907	7.588948572
908	7.580518586
909	7.576807352
910	7.571114428
911	7.566708562
912	7.55831083
913	7.552646408
914	7.544271263
915	7.540503125
916	7.534864378
917	7.529242715
918	7.525571051
919	7.517235003
920	7.513913755
921	7.505596214
922	7.500013646
923	7.491718416
924	7.483438364
925	7.477886815
926	7.472352064
927	7.466834053
928	7.4585902
929	7.45309585
930	7.444874032
931	7.436667237
932	7.428475431
933	7.423018469
934	7.41757798
935	7.409414917
936	7.401266751
937	7.393133449
938	7.387729921
939	7.379618272
940	7.374237835
941	7.36887361
942	7.363525542
943	7.358193578
944	7.352877663
945	7.347577744
946	7.342293768
947	7.337025681
948	7.331773429
949	7.323736988
950	7.315715185
951	7.310491937
952	7.305284373
953	7.300092442
954	7.29491609
955	7.286551088
956	7.281396087
957	7.276256543
958	7.271132405
959	7.263184629
960	7.258082293
961	7.254963963
962	7.249882318
963	7.246775095
964	7.243673555
965	7.235766044
966	7.229065766
967	7.222392783
968	7.219112194
969	7.212472943
970	7.205860733
971	7.20279781
972	7.19974049
973	7.193168319
974	7.18533588
975	7.182089761
976	7.178850378
977	7.171040127
978	7.164526719
979	7.156740151
980	7.148967727
981	7.142499785
982	7.134750912
983	7.127016106
984	7.120593339
985	7.117596624
986	7.10749271
987	7.099798088
988	7.096613819
989	7.08893704
990	7.082582075
991	7.076253044
992	7.06860876
993	7.065451484
994	7.062300747
995	7.059346025
996	7.04934036
997	7.039358407
998	7.029400108
999	7.019462606
