GAME_DATE,N,MAE,RMSE,MAPE
2025-10-26,9.0,13.505048571757767,18.204085384092373,5.480028916583063
2025-10-27,11.0,20.80111898712153,23.399659469502634,8.969501528055199
2025-10-28,5.0,28.415138698243176,32.15584511538347,13.1104787589309
2025-10-29,10.0,15.899923788845737,18.995648025118758,6.812204601477646
2025-10-30,4.0,15.180612562041908,17.700748476391063,6.8830365357314545
2025-10-31,8.0,14.422001794402362,17.57450051592663,6.348859439511346
2025-11-01,6.0,16.2717054795685,21.15741182109501,6.82882481377714
2025-11-02,8.0,12.51409556177122,15.391828121920014,5.229310810069684
